Gene 1	Gene 2	Weight	Network group	Networks
RPS9	RPL37A	0.05338109494186938	Co-expression	Burington-Shaughnessy-2008; Cheok-Evans-2003; Mallon-McKay-2013; Ramaswamy-Golub-2001; Rieger-Chu-2004; Wang-Maris-2006
RPL18	EEF1A1	0.053216918371617794	Co-expression	Burington-Shaughnessy-2008; Kang-Willman-2010; Ramaswamy-Golub-2001; Smirnov-Cheung-2009
RPS16	EEF2	0.05310794338583946	Co-expression	Bild-Nevins-2006 B; Burington-Shaughnessy-2008; Cheok-Evans-2003; Kang-Willman-2010; Ramaswamy-Golub-2001; Roth-Zlotnik-2006; Wang-Maris-2006
RPL28	RPS17	0.052847017301246524	Co-expression	Gysin-McMahon-2012; Kang-Willman-2010; Ramaswamy-Golub-2001; Roth-Zlotnik-2006; Wu-Garvey-2007
RPL18	RPL31	0.051657864823937416	Co-expression	Bild-Nevins-2006 B; Burington-Shaughnessy-2008; Cheok-Evans-2003; Mallon-McKay-2013; Ramaswamy-Golub-2001; Rieger-Chu-2004; Wang-Maris-2006
RPS4X	EEF2	0.05162344500422478	Co-expression	Bild-Nevins-2006 B; Kang-Willman-2010; Salaverria-Siebert-2011; Smirnov-Cheung-2009; Wang-Maris-2006; Wu-Garvey-2007
RPS11	GAPDH	0.05139381950721145	Co-expression	Burington-Shaughnessy-2008; Ramaswamy-Golub-2001; Rieger-Chu-2004; Smirnov-Cheung-2009
RPL13	EEF2	0.050652497448027134	Co-expression	Bild-Nevins-2006 B; Burington-Shaughnessy-2008; Kang-Willman-2010; Ramaswamy-Golub-2001; Wang-Maris-2006; Wu-Garvey-2007
RPS4X	RPL8	0.05021237954497337	Co-expression	Bild-Nevins-2006 B; Burington-Shaughnessy-2008; Gysin-McMahon-2012; Rieger-Chu-2004; Roth-Zlotnik-2006; Salaverria-Siebert-2011; Wang-Maris-2006
RPS11	RPS17	0.049399486277252436	Co-expression	Innocenti-Brown-2011; Mallon-McKay-2013; Ramaswamy-Golub-2001; Wu-Garvey-2007
RPL31	RPS19	0.048676923383027315	Co-expression	Bild-Nevins-2006 B; Burington-Shaughnessy-2008; Chen-Brown-2002; Cheok-Evans-2003; Ramaswamy-Golub-2001; Rieger-Chu-2004; Wang-Maris-2006
RPS3A	RPL8	0.04865883244201541	Co-expression	Arijs-Rutgeerts-2009; Bild-Nevins-2006 B; Burington-Shaughnessy-2008; Cheok-Evans-2003; Ramaswamy-Golub-2001; Roth-Zlotnik-2006; Wu-Garvey-2007
RPL31	RPL13	0.047702801413834095	Co-expression	Bild-Nevins-2006 B; Cheok-Evans-2003; Gysin-McMahon-2012; Rieger-Chu-2004; Wang-Maris-2006; Wu-Garvey-2007
RPL28	RPS11	0.04768037819303572	Co-expression	Bild-Nevins-2006 B; Burington-Shaughnessy-2008; Ramaswamy-Golub-2001; Rieger-Chu-2004; Wang-Maris-2006; Wu-Garvey-2007
RPS9	GAPDH	0.047351304441690445	Co-expression	Burington-Shaughnessy-2008; Chen-Brown-2002; Ramaswamy-Golub-2001; Rieger-Chu-2004
RPL28	RPL37A	0.046240452327765524	Co-expression	Bild-Nevins-2006 B; Burington-Shaughnessy-2008; Cheok-Evans-2003; Ramaswamy-Golub-2001; Rieger-Chu-2004; Wang-Maris-2006; Wu-Garvey-2007
RPS28	RPS3A	0.04580002650618553	Co-expression	Bild-Nevins-2006 B; Burington-Shaughnessy-2008; Cheok-Evans-2003; Mallon-McKay-2013; Rieger-Chu-2004; Wang-Maris-2006
RPS18	EEF2	0.04525063745677471	Co-expression	Kang-Willman-2010; Ramaswamy-Golub-2001; Roth-Zlotnik-2006; Salaverria-Siebert-2011; Smirnov-Cheung-2009; Wang-Maris-2006
RPS11	EEF2	0.04400100605562329	Co-expression	Bild-Nevins-2006 B; Burington-Shaughnessy-2008; Cheok-Evans-2003; Ramaswamy-Golub-2001; Wang-Maris-2006
RPL41	EEF2	0.042672108858823776	Co-expression	Kang-Willman-2010; Ramaswamy-Golub-2001; Roth-Zlotnik-2006; Smirnov-Cheung-2009; Wang-Maris-2006; Wu-Garvey-2007
RPL31	GAPDH	0.03840905614197254	Co-expression	Burington-Shaughnessy-2008; Cheok-Evans-2003; Ramaswamy-Golub-2001
RPL18	RPL37A	0.03736793179996312	Co-expression	Burington-Shaughnessy-2008; Cheok-Evans-2003; Mallon-McKay-2013; Ramaswamy-Golub-2001; Rieger-Chu-2004
RPL13	EEF1A1	0.035686205606907606	Co-expression	Gysin-McMahon-2012; Rieger-Chu-2004; Smirnov-Cheung-2009; Wang-Maris-2006
RPL28	EEF2	0.034714403096586466	Co-expression	Burington-Shaughnessy-2008; Kang-Willman-2010; Ramaswamy-Golub-2001; Wang-Maris-2006; Wu-Garvey-2007
RPS16	LDHB	0.03454216802492738	Co-expression	Alizadeh-Staudt-2000; Bild-Nevins-2006 B; Smirnov-Cheung-2009
RPL8	EEF1A1	0.03266610996797681	Co-expression	Arijs-Rutgeerts-2009; Burington-Shaughnessy-2008; Rieger-Chu-2004; Smirnov-Cheung-2009
RPL13	GAPDH	0.03182344697415829	Co-expression	Gysin-McMahon-2012; Rieger-Chu-2004; Wang-Maris-2006
GAPDH	RPS17	0.030882202088832855	Co-expression	Mallon-McKay-2013; Ramaswamy-Golub-2001
RPL37A	EEF2	0.030614803079515696	Co-expression	Kang-Willman-2010; Ramaswamy-Golub-2001; Wang-Maris-2006; Wu-Garvey-2007
EEF2	GAPDH	0.03011513827368617	Co-expression	Kang-Willman-2010; Ramaswamy-Golub-2001; Wang-Maris-2006
RPS29	EEF2	0.030080453492701054	Co-expression	Burington-Shaughnessy-2008; Kang-Willman-2010; Ramaswamy-Golub-2001; Wang-Maris-2006
EEF2	RPS17	0.029405992478132248	Co-expression	Kang-Willman-2010; Ramaswamy-Golub-2001; Roth-Zlotnik-2006; Wu-Garvey-2007
LDHA	EEF1A1	0.027800829615443945	Co-expression	Alizadeh-Staudt-2000; Gysin-McMahon-2012; Smirnov-Cheung-2009
EEF2	RPS19	0.02664653630927205	Co-expression	Burington-Shaughnessy-2008; Kang-Willman-2010; Ramaswamy-Golub-2001; Wang-Maris-2006
RPLP0	ENO1	0.02612739522010088	Co-expression	Cheok-Evans-2003; Mallon-McKay-2013; Wang-Maris-2006
LDHA	LDHB	0.02585115935653448	Co-expression	Burington-Shaughnessy-2008; Smirnov-Cheung-2009
HSP90AB1	GAPDH	0.02489125169813633	Co-expression	Wang-Maris-2006
RPS15	ENO1	0.024347037076950073	Co-expression	Mallon-McKay-2013; Wang-Maris-2006
FN1	TERT	0.02425442822277546	Co-expression	Boldrick-Relman-2002; Burington-Shaughnessy-2008
RPL18	GAPDH	0.02386021427810192	Co-expression	Burington-Shaughnessy-2008; Ramaswamy-Golub-2001
RPS3A	GAPDH	0.0225185202434659	Co-expression	Burington-Shaughnessy-2008; Wang-Maris-2006
LDHA	RPLP0	0.021935381926596165	Co-expression	Cheok-Evans-2003; Gysin-McMahon-2012; Smirnov-Cheung-2009
RPLP0	LDHB	0.019894491881132126	Co-expression	Bahr-Bowler-2013; Cheok-Evans-2003; Smirnov-Cheung-2009
LHCGR	TERT	0.01949006598442793	Co-expression	Bild-Nevins-2006 B; Burington-Shaughnessy-2008
RPS28	GAPDH	0.01941227214410901	Co-expression	Burington-Shaughnessy-2008; Rieger-Chu-2004
EEF2	STK11	0.019386351108551025	Co-expression	Alizadeh-Staudt-2000
FN1	LHCGR	0.018276255577802658	Co-expression	Burington-Shaughnessy-2008
RPS10	LDHA	0.01752350479364395	Co-expression	Gysin-McMahon-2012; Smirnov-Cheung-2009
RPL8	ENO1	0.017208853736519814	Co-expression	Rieger-Chu-2004; Wang-Maris-2006
RPS4X	LDHB	0.01694209687411785	Co-expression	Bahr-Bowler-2013; Smirnov-Cheung-2009
LHCGR	DMRT1	0.016761876177042723	Co-expression	Innocenti-Brown-2011; Kang-Willman-2010
EEF2	KIT	0.016194667667150497	Co-expression	Perou-Botstein-1999
LDHA	RPS18	0.016113363206386566	Co-expression	Gysin-McMahon-2012; Smirnov-Cheung-2009
RPS9	LDHB	0.016099531203508377	Co-expression	Alizadeh-Staudt-2000
RPS15	LDHA	0.015332512091845274	Co-expression	Gysin-McMahon-2012; Smirnov-Cheung-2009
HSP90AB1	LDHB	0.015104339690878987	Co-expression	Arijs-Rutgeerts-2009; Kang-Willman-2010; Salaverria-Siebert-2011
RPS3A	HSP90AB1	0.015056419651955366	Co-expression	Cheok-Evans-2003; Ramaswamy-Golub-2001
RPL12	LDHB	0.014957503415644169	Co-expression	Bahr-Bowler-2013; Smirnov-Cheung-2009
RPS2	LDHB	0.014355722814798355	Co-expression	Smirnov-Cheung-2009
RPS3A	LDHB	0.014298333786427975	Co-expression	Smirnov-Cheung-2009
HSP90AB1	EEF2	0.01414472539909184	Co-expression	Innocenti-Brown-2011; Ramaswamy-Golub-2001
RPL19	ENO1	0.013861505314707756	Co-expression	Mallon-McKay-2013
RPS4X	LDHA	0.01362025085836649	Co-expression	Gysin-McMahon-2012; Smirnov-Cheung-2009
RPL37A	ENO1	0.013336354866623878	Co-expression	Perou-Botstein-1999
RPS2	ENO1	0.013226395472884178	Co-expression	Rieger-Chu-2004; Wang-Maris-2006
RPL41	LDHA	0.013004431035369635	Co-expression	Gysin-McMahon-2012; Smirnov-Cheung-2009
RPS2	HSP90AB1	0.012075193226337433	Co-expression	Cheok-Evans-2003
LDHB	BCL10	0.012062462978065014	Co-expression	Chen-Brown-2002
EEF2	ENO1	0.011705801822245121	Co-expression	Wang-Maris-2006
EEF1A1	ESR2	0.01141135860234499	Co-expression	Cheok-Evans-2003; Gysin-McMahon-2012
LDHB	GAPDH	0.010999576188623905	Co-expression	Salaverria-Siebert-2011
RPS15	ATF7IP	0.00959210004657507	Co-expression	Gysin-McMahon-2012
RPL8	TERT	0.009386894293129444	Co-expression	Cheok-Evans-2003
RPL13	LDHB	0.009163213893771172	Co-expression	Bahr-Bowler-2013
RPL31	ESR1	0.009052581153810024	Co-expression	Perou-Botstein-1999
HSP90AB1	RPS18	0.009049763903021812	Co-expression	Cheok-Evans-2003
STK10	STK11	0.008814468048512936	Co-expression	Smirnov-Cheung-2009
RPS25	LDHA	0.008353724144399166	Co-expression	Smirnov-Cheung-2009
RPL13	HSP90AB1	0.008157818578183651	Co-expression	Ramaswamy-Golub-2001
RPS18	ESR2	0.007970607839524746	Co-expression	Gysin-McMahon-2012
RPS9	ENO1	0.007658061571419239	Co-expression	Wang-Maris-2006
RPS29	LDHA	0.007577280048280954	Co-expression	Smirnov-Cheung-2009
HSP90AB1	RPL8	0.007572891656309366	Co-expression	Ramaswamy-Golub-2001
RPS16	LDHA	0.007544633466750383	Co-expression	Smirnov-Cheung-2009
RPLP1	POLG	0.0072400011122226715	Co-expression	Wu-Garvey-2007
RPS16	HSP90AB1	0.007185361813753843	Co-expression	Cheok-Evans-2003
RPL41	ESR2	0.007133605424314737	Co-expression	Gysin-McMahon-2012
ENO1	RPS19	0.006938418373465538	Co-expression	Wang-Maris-2006
LDHA	RPLP1	0.0068907602690160275	Co-expression	Smirnov-Cheung-2009
RPS16	ENO1	0.006855239626020193	Co-expression	Wang-Maris-2006
LDHB	RPS19	0.006539026275277138	Co-expression	Bild-Nevins-2006 B
RPS4X	ATF7IP	0.006456867791712284	Co-expression	Gysin-McMahon-2012
RPS29	LDHB	0.006455065682530403	Co-expression	Smirnov-Cheung-2009
RPL12	LDHA	0.006415546406060457	Co-expression	Smirnov-Cheung-2009
RPS10	LDHB	0.0063123139552772045	Co-expression	Smirnov-Cheung-2009
RPL41	ATF7IP	0.006158463656902313	Co-expression	Gysin-McMahon-2012
RPLP1	LDHB	0.006145911756902933	Co-expression	Smirnov-Cheung-2009
RPL41	HSP90AB1	0.005900420714169741	Co-expression	Cheok-Evans-2003
RPS18	LDHB	0.0058611733838915825	Co-expression	Smirnov-Cheung-2009
LDHB	EEF1A1	0.005811723414808512	Co-expression	Smirnov-Cheung-2009
RPL28	HSP90AB1	0.00578656792640686	Co-expression	Cheok-Evans-2003
RPS15	LDHB	0.005704179871827364	Co-expression	Smirnov-Cheung-2009
RPL41	LDHB	0.005526415072381496	Co-expression	Smirnov-Cheung-2009
LDHB	POLG	0.005350412800908089	Co-expression	Ramaswamy-Golub-2001
RPS29	ESR2	0.004869937431067228	Co-expression	Cheok-Evans-2003
HSP90AB1	EEF1A1	0.004344786051660776	Co-expression	Cheok-Evans-2003
LHCGR	KITLG	0.00393148185685277	Co-expression	Kang-Willman-2010
LHCGR	ESR2	0.003826735308393836	Co-expression	Kang-Willman-2010
RPL18	KIT	0.0037174285389482975	Co-expression	Rieger-Chu-2004
RPL19	KITLG	0.003649750491604209	Co-expression	Rieger-Chu-2004
LDHB	KIT	0.002872664714232087	Co-expression	Arijs-Rutgeerts-2009
RPS15	RPS11	0.033441612496972084	Co-localization	Johnson-Shoemaker-2003; Schadt-Shoemaker-2004
RPLP0	STK11	0.026807080954313278	Co-localization	Johnson-Shoemaker-2003; Schadt-Shoemaker-2004
RPL18	RPS15	0.025187257677316666	Co-localization	Johnson-Shoemaker-2003; Schadt-Shoemaker-2004
LHCGR	ESR2	0.024652622640132904	Co-localization	Schadt-Shoemaker-2004
RPS3A	RPLP0	0.024175426922738552	Co-localization	Johnson-Shoemaker-2003; Schadt-Shoemaker-2004
RPS3A	RPL31	0.0234368946403265	Co-localization	Schadt-Shoemaker-2004
RPS4X	RPS11	0.02191143110394478	Co-localization	Johnson-Shoemaker-2003
RPS11	RPS17	0.021358134225010872	Co-localization	Johnson-Shoemaker-2003
RPS4X	RPLP0	0.021141989156603813	Co-localization	Johnson-Shoemaker-2003
RPS4X	RPS17	0.02108616754412651	Co-localization	Johnson-Shoemaker-2003
RPS28	RPS15	0.020581357181072235	Co-localization	Johnson-Shoemaker-2003
RPS4X	RPL41	0.020249662920832634	Co-localization	Johnson-Shoemaker-2003
RPL13	STK11	0.0196355152875185	Co-localization	Johnson-Shoemaker-2003
RPL18	RPS11	0.01958739198744297	Co-localization	Johnson-Shoemaker-2003; Schadt-Shoemaker-2004
RPL13	RPLP0	0.018869586288928986	Co-localization	Johnson-Shoemaker-2003
RPS4X	RPS28	0.018437912687659264	Co-localization	Johnson-Shoemaker-2003
RPS28	RPLP0	0.018174586817622185	Co-localization	Johnson-Shoemaker-2003
RPS28	RPL13	0.01787252351641655	Co-localization	Johnson-Shoemaker-2003
RPL18	RPS3A	0.01777172926813364	Co-localization	Johnson-Shoemaker-2003; Schadt-Shoemaker-2004
KIT	KITLG	0.017726603895425797	Co-localization	Johnson-Shoemaker-2003
RPS28	RPS17	0.017551271244883537	Co-localization	Johnson-Shoemaker-2003
RPL18	RPL12	0.017227190546691418	Co-localization	Johnson-Shoemaker-2003; Schadt-Shoemaker-2004
RPL12	RPS11	0.01682100584730506	Co-localization	Johnson-Shoemaker-2003; Schadt-Shoemaker-2004
RPS28	RPS11	0.01666913367807865	Co-localization	Johnson-Shoemaker-2003
RPS11	RPLP0	0.0165825504809618	Co-localization	Johnson-Shoemaker-2003
RPS15	RPL19	0.016563262790441513	Co-localization	Johnson-Shoemaker-2003
RPS16	RPS15	0.01624030340462923	Co-localization	Johnson-Shoemaker-2003; Schadt-Shoemaker-2004
RPS25	RPS15	0.0160914845764637	Co-localization	Johnson-Shoemaker-2003
RPS4X	RPL19	0.015889480710029602	Co-localization	Johnson-Shoemaker-2003
RPL31	EEF2	0.015768134966492653	Co-localization	Schadt-Shoemaker-2004
RPS15	RPL37A	0.01567833684384823	Co-localization	Johnson-Shoemaker-2003
RPL28	RPS17	0.014943406917154789	Co-localization	Johnson-Shoemaker-2003
RPS4X	RPS3A	0.014869614504277706	Co-localization	Johnson-Shoemaker-2003
RPS3A	RPS15	0.014842447824776173	Co-localization	Johnson-Shoemaker-2003
RPS29	RPS11	0.014796284027397633	Co-localization	Johnson-Shoemaker-2003; Schadt-Shoemaker-2004
RPL28	RPS15	0.01473965309560299	Co-localization	Johnson-Shoemaker-2003
RPS11	RPL19	0.01471813302487135	Co-localization	Johnson-Shoemaker-2003
RPL12	RPS29	0.01464675972238183	Co-localization	Johnson-Shoemaker-2003; Schadt-Shoemaker-2004
RPS3A	RPS16	0.014298128429800272	Co-localization	Johnson-Shoemaker-2003; Schadt-Shoemaker-2004
RPS28	RPL19	0.014086583629250526	Co-localization	Johnson-Shoemaker-2003
RPS4X	RPL28	0.01388009637594223	Co-localization	Johnson-Shoemaker-2003
RPLP0	RPL19	0.013845526613295078	Co-localization	Johnson-Shoemaker-2003
RPL18	RPS29	0.013817015569657087	Co-localization	Johnson-Shoemaker-2003; Schadt-Shoemaker-2004
RPL37A	ENO1	0.0137522853910923	Co-localization	Schadt-Shoemaker-2004
RPL19	RPS17	0.013739701360464096	Co-localization	Johnson-Shoemaker-2003
RPL28	RPS11	0.013624856248497963	Co-localization	Johnson-Shoemaker-2003
RPL18	RPLP0	0.013519397005438805	Co-localization	Johnson-Shoemaker-2003
RPS16	RPLP0	0.013450568076223135	Co-localization	Johnson-Shoemaker-2003; Schadt-Shoemaker-2004
RPS4X	RPL18	0.013432486914098263	Co-localization	Johnson-Shoemaker-2003
RPL18	RPL41	0.013258934952318668	Co-localization	Johnson-Shoemaker-2003
RPS28	RPL28	0.013174260966479778	Co-localization	Johnson-Shoemaker-2003
RPS16	RPS11	0.013070596847683191	Co-localization	Johnson-Shoemaker-2003; Schadt-Shoemaker-2004
RPL18	RPS16	0.01306370459496975	Co-localization	Johnson-Shoemaker-2003; Schadt-Shoemaker-2004
RPL18	RPS28	0.012848659418523312	Co-localization	Johnson-Shoemaker-2003
RPL41	RPL37A	0.012844317592680454	Co-localization	Johnson-Shoemaker-2003
RPL41	RPS25	0.012830117717385292	Co-localization	Johnson-Shoemaker-2003
RPL41	RPS3A	0.012787628918886185	Co-localization	Johnson-Shoemaker-2003
RPL28	RPLP0	0.012658671475946903	Co-localization	Johnson-Shoemaker-2003
RPL13	RPL19	0.012617437168955803	Co-localization	Johnson-Shoemaker-2003
RPL18	RPL13	0.012589475139975548	Co-localization	Johnson-Shoemaker-2003
RPS28	RPS3A	0.012479822151362896	Co-localization	Johnson-Shoemaker-2003
RPS28	RPS25	0.01236859243363142	Co-localization	Johnson-Shoemaker-2003
RPS25	RPL13	0.012262175790965557	Co-localization	Johnson-Shoemaker-2003
RPS3A	RPS11	0.012253664433956146	Co-localization	Johnson-Shoemaker-2003
RPS3A	RPL13	0.012152108363807201	Co-localization	Johnson-Shoemaker-2003
RPL12	RPS16	0.011435622116550803	Co-localization	Johnson-Shoemaker-2003; Schadt-Shoemaker-2004
RPS16	RPS29	0.011109463637694716	Co-localization	Johnson-Shoemaker-2003; Schadt-Shoemaker-2004
RPS28	RPL37A	0.01055836770683527	Co-localization	Johnson-Shoemaker-2003
RPS25	RPS11	0.010547133162617683	Co-localization	Johnson-Shoemaker-2003
RPS15	RPS2	0.010452345944941044	Co-localization	Johnson-Shoemaker-2003
RPS3A	RPL19	0.010438811033964157	Co-localization	Johnson-Shoemaker-2003
RPL28	RPL19	0.01023558434098959	Co-localization	Johnson-Shoemaker-2003
RPS2	RPLP0	0.009981882758438587	Co-localization	Johnson-Shoemaker-2003
RPL18	RPL37A	0.009887181222438812	Co-localization	Johnson-Shoemaker-2003
RPS25	RPL19	0.009848755784332752	Co-localization	Johnson-Shoemaker-2003
RPL18	RPS25	0.00979065615683794	Co-localization	Johnson-Shoemaker-2003
RPS25	RPL37A	0.009717865847051144	Co-localization	Johnson-Shoemaker-2003
RPL37A	GAPDH	0.009685722179710865	Co-localization	Schadt-Shoemaker-2004
RPS3A	RPS25	0.009658334776759148	Co-localization	Johnson-Shoemaker-2003
RPL18	RPL19	0.009527605958282948	Co-localization	Johnson-Shoemaker-2003
RPL12	RPS15	0.009474684484302998	Co-localization	Johnson-Shoemaker-2003
RPL18	KIT	0.009464387781918049	Co-localization	Schadt-Shoemaker-2004
RPL18	EEF2	0.00938340462744236	Co-localization	Schadt-Shoemaker-2004
RPS11	STK11	0.009216229431331158	Co-localization	Schadt-Shoemaker-2004
RPS4X	RPS2	0.009171811863780022	Co-localization	Johnson-Shoemaker-2003
RPLP0	EEF2	0.009015587158501148	Co-localization	Schadt-Shoemaker-2004
RPS10	RPS15	0.008996875956654549	Co-localization	Johnson-Shoemaker-2003
RPL13	RPS2	0.008960924111306667	Co-localization	Johnson-Shoemaker-2003
RPS3A	RPL37A	0.008770417422056198	Co-localization	Johnson-Shoemaker-2003
RPL18	RPL28	0.00875707995146513	Co-localization	Johnson-Shoemaker-2003
ENO1	GAPDH	0.008734605275094509	Co-localization	Schadt-Shoemaker-2004
RPS29	EEF2	0.008693507872521877	Co-localization	Schadt-Shoemaker-2004
RPL41	RPS2	0.00857490673661232	Co-localization	Johnson-Shoemaker-2003
RPL41	RPL12	0.008571851998567581	Co-localization	Johnson-Shoemaker-2003
RPS15	RPLP1	0.008453036658465862	Co-localization	Johnson-Shoemaker-2003
RPS11	EEF2	0.008447825908660889	Co-localization	Schadt-Shoemaker-2004
RPS16	EEF2	0.008426327258348465	Co-localization	Schadt-Shoemaker-2004
RPS28	RPS2	0.008313464932143688	Co-localization	Johnson-Shoemaker-2003
RPS4X	RPL12	0.008271420374512672	Co-localization	Johnson-Shoemaker-2003
RPL41	RPS16	0.008130825124680996	Co-localization	Johnson-Shoemaker-2003
RPS16	KIT	0.008115850389003754	Co-localization	Schadt-Shoemaker-2004
RPL12	RPLP0	0.008065711706876755	Co-localization	Johnson-Shoemaker-2003
RPL41	RPLP1	0.00803639367222786	Co-localization	Johnson-Shoemaker-2003
RPL41	RPS10	0.008005252107977867	Co-localization	Johnson-Shoemaker-2003
RPS3A	RPL28	0.00794721208512783	Co-localization	Johnson-Shoemaker-2003
RPS10	RPLP0	0.00787799246609211	Co-localization	Johnson-Shoemaker-2003
RPLP1	POLG	0.007862201891839504	Co-localization	Johnson-Shoemaker-2003
RPL12	RPL13	0.007836056873202324	Co-localization	Johnson-Shoemaker-2003
RPS15	RPS18	0.007746737916022539	Co-localization	Johnson-Shoemaker-2003
RPS29	RPS15	0.007745267357677221	Co-localization	Johnson-Shoemaker-2003
RPS10	POLG	0.007658894639462233	Co-localization	Johnson-Shoemaker-2003
RPS10	RPL13	0.007638557814061642	Co-localization	Johnson-Shoemaker-2003
RPS16	RPL13	0.007457763887941837	Co-localization	Johnson-Shoemaker-2003
RPS28	RPL12	0.007447467185556889	Co-localization	Johnson-Shoemaker-2003
RPLP1	STK11	0.007433939725160599	Co-localization	Johnson-Shoemaker-2003
RPL18	RPL31	0.007403345312923193	Co-localization	Schadt-Shoemaker-2004
RPL41	RPS29	0.0073755295015871525	Co-localization	Johnson-Shoemaker-2003
RPLP0	ENO1	0.007371510379016399	Co-localization	Schadt-Shoemaker-2004
RPS2	STK11	0.007359307259321213	Co-localization	Johnson-Shoemaker-2003
RPS4X	RPS16	0.007331538945436478	Co-localization	Johnson-Shoemaker-2003
RPL13	RPLP1	0.007276597432792187	Co-localization	Johnson-Shoemaker-2003
RPS11	RPS2	0.00727159483358264	Co-localization	Johnson-Shoemaker-2003
RPS4X	RPS10	0.0072128139436244965	Co-localization	Johnson-Shoemaker-2003
RPL41	RPS18	0.007204657886177301	Co-localization	Johnson-Shoemaker-2003
RPS28	RPS16	0.007188612595200539	Co-localization	Johnson-Shoemaker-2003
RPLP1	RPLP0	0.007126664277166128	Co-localization	Johnson-Shoemaker-2003
RPS15	RPS19	0.007053704932332039	Co-localization	Johnson-Shoemaker-2003
RPS28	RPS10	0.0069397324696183205	Co-localization	Johnson-Shoemaker-2003
RPL18	RPS2	0.006885951850563288	Co-localization	Johnson-Shoemaker-2003
RPS29	POLG	0.0068772295489907265	Co-localization	Johnson-Shoemaker-2003
RPS4X	RPLP1	0.006828297860920429	Co-localization	Johnson-Shoemaker-2003
RPS28	RPLP1	0.006762383971363306	Co-localization	Johnson-Shoemaker-2003
RPL13	RPS29	0.006745057180523872	Co-localization	Johnson-Shoemaker-2003
RPS29	RPLP0	0.006710798479616642	Co-localization	Johnson-Shoemaker-2003
RPS3A	RPS2	0.006683329585939646	Co-localization	Johnson-Shoemaker-2003
RPS4X	RPS29	0.006628833245486021	Co-localization	Johnson-Shoemaker-2003
RPLP0	RPS18	0.006585984490811825	Co-localization	Johnson-Shoemaker-2003
RPL13	RPS18	0.006575054954737425	Co-localization	Johnson-Shoemaker-2003
RPS2	RPL19	0.006558738183230162	Co-localization	Johnson-Shoemaker-2003
RPS28	RPS29	0.006506542209535837	Co-localization	Johnson-Shoemaker-2003
RPS25	RPS2	0.006447028834372759	Co-localization	Johnson-Shoemaker-2003
RPL37A	RPS2	0.006256377790123224	Co-localization	Johnson-Shoemaker-2003
RPLP0	RPS19	0.006236044690012932	Co-localization	Johnson-Shoemaker-2003
RPLP0	GAPDH	0.00621076300740242	Co-localization	Schadt-Shoemaker-2004
RPS3A	RPL12	0.006115021649748087	Co-localization	Johnson-Shoemaker-2003
RPS25	RPL12	0.006099412217736244	Co-localization	Johnson-Shoemaker-2003
RPL18	RPS10	0.006021980661898851	Co-localization	Johnson-Shoemaker-2003
RPS25	RPS10	0.005981168244034052	Co-localization	Johnson-Shoemaker-2003
RPL41	RPS19	0.005978059023618698	Co-localization	Johnson-Shoemaker-2003
RPS3A	RPS10	0.005918452050536871	Co-localization	Johnson-Shoemaker-2003
RPS4X	RPS18	0.00589432567358017	Co-localization	Johnson-Shoemaker-2003
RPS28	RPS18	0.005893690977245569	Co-localization	Johnson-Shoemaker-2003
RPL12	RPL37A	0.005838303826749325	Co-localization	Johnson-Shoemaker-2003
RPS25	RPS16	0.005807317793369293	Co-localization	Johnson-Shoemaker-2003
RPL12	RPL19	0.005786677822470665	Co-localization	Johnson-Shoemaker-2003
RPS10	RPL37A	0.0057549080811440945	Co-localization	Johnson-Shoemaker-2003
RPL13	RPS19	0.0056763580068945885	Co-localization	Johnson-Shoemaker-2003
RPS25	RPLP1	0.005674021318554878	Co-localization	Johnson-Shoemaker-2003
RPS16	RPL37A	0.005640868563205004	Co-localization	Johnson-Shoemaker-2003
RPL18	RPLP1	0.005610966589301825	Co-localization	Johnson-Shoemaker-2003
RPS10	RPS11	0.0055993120186030865	Co-localization	Johnson-Shoemaker-2003
RPL28	RPS2	0.005593892186880112	Co-localization	Johnson-Shoemaker-2003
RPS10	RPL19	0.0055745490826666355	Co-localization	Johnson-Shoemaker-2003
RPS16	RPL19	0.005526749882847071	Co-localization	Johnson-Shoemaker-2003
RPS11	RPLP1	0.005503557156771421	Co-localization	Johnson-Shoemaker-2003
RPL37A	RPLP1	0.005447038449347019	Co-localization	Johnson-Shoemaker-2003
RPLP1	RPL19	0.005401152186095715	Co-localization	Johnson-Shoemaker-2003
RPS25	RPS29	0.005374676547944546	Co-localization	Johnson-Shoemaker-2003
RPS3A	RPLP1	0.0053117177449166775	Co-localization	Johnson-Shoemaker-2003
RPL18	RPS18	0.005285909865051508	Co-localization	Johnson-Shoemaker-2003
RPS3A	RPS29	0.005232777912169695	Co-localization	Johnson-Shoemaker-2003
RPS25	RPS18	0.0051649040542542934	Co-localization	Johnson-Shoemaker-2003
RPL37A	RPS18	0.005150160286575556	Co-localization	Johnson-Shoemaker-2003
RPS29	RPL37A	0.005035062786191702	Co-localization	Johnson-Shoemaker-2003
RPL18	RPS19	0.005006113555282354	Co-localization	Johnson-Shoemaker-2003
RPS29	RPL19	0.004982694052159786	Co-localization	Johnson-Shoemaker-2003
RPS3A	RPS18	0.0048151761293411255	Co-localization	Johnson-Shoemaker-2003
RPL37A	RPS19	0.004762591794133186	Co-localization	Johnson-Shoemaker-2003
RPL12	RPL28	0.004737618379294872	Co-localization	Johnson-Shoemaker-2003
